Date,City,Daily_Confirmed,Daily_Active,Daily_Recovered,Daily_Deaths,Cumulative_Confirmed,Cumulative_Active,Cumulative_Recovered,Cumulative_Deaths,Region,Event
03/30/2020,Samtah,1,1,0,0,1,1,0,0,Jazan,"Makkah , Madinah 24 hours curfew"
03/30/2020,Ta'if,2,2,0,0,27,27,0,0,Makkah,"Makkah , Madinah 24 hours curfew"
03/30/2020,Tabuk,1,1,0,0,6,6,0,0,Tabuk,"Makkah , Madinah 24 hours curfew"
03/30/2020,Yanbu,1,1,0,0,1,1,0,0,Medina,"Makkah , Madinah 24 hours curfew"
03/31/2020,Abha,1,1,0,0,11,11,0,0,Asir,
03/31/2020,Al Badayea,1,1,0,0,1,1,0,0,Qassim,
03/31/2020,Al Bahah,0,0,0,0,13,13,0,0,Al Bahah,
03/31/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,
03/31/2020,Al Qunfudhah,0,0,0,0,1,1,0,0,Makkah,
03/31/2020,Ar Rass,0,0,0,0,1,1,0,0,Qassim,
03/31/2020,Arar,0,0,0,0,2,2,0,0,Northern Borders,
03/31/2020,Bisha,0,0,0,0,14,14,0,0,Asir,
03/31/2020,Buraydah,0,0,0,0,5,5,0,0,Qassim,
03/31/2020,Dammam,3,2,1,0,132,126,6,0,Eastern Region,
03/31/2020,Dhahran,2,2,0,0,22,21,1,0,Eastern Region,
03/31/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,
03/31/2020,Hofuf,2,2,0,0,22,20,2,0,Eastern Region,
03/31/2020,Jazan,2,2,0,0,9,9,0,0,Jazan,
03/31/2020,Jeddah,29,1,28,0,223,182,40,1,Makkah,
03/31/2020,Jubail,0,0,0,0,1,1,0,0,Eastern Region,
03/31/2020,Khafji,1,1,0,0,2,2,0,0,Eastern Region,
03/31/2020,Khamis Mushait,1,1,0,0,6,5,1,0,Asir,
03/31/2020,Khobar,4,3,1,0,28,27,1,0,Eastern Region,
03/31/2020,Mecca,20,8,12,0,260,176,82,2,Makkah,
03/31/2020,Medina,3,1,0,2,75,69,0,6,Medina,
03/31/2020,Muhayil Aseer,0,0,0,0,1,1,0,0,Asir,
03/31/2020,Nairyah,0,0,0,0,1,1,0,0,Eastern Region,
03/31/2020,Najran,0,0,0,0,13,13,0,0,Najran,
03/31/2020,Qatif,7,6,1,0,106,96,10,0,Eastern Region,
03/31/2020,Ras Tanura,1,1,0,0,2,2,0,0,Eastern Region,
03/31/2020,Riyadh,33,26,7,0,573,550,22,1,Riyadh,
03/31/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,
03/31/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,
03/31/2020,Ta'if,0,0,0,0,27,27,0,0,Makkah,
03/31/2020,Tabuk,0,0,0,0,6,6,0,0,Tabuk,
03/31/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,
04/01/2020,Abha,0,0,0,0,11,11,0,0,Asir,
04/01/2020,Al Badayea,0,0,0,0,1,1,0,0,Qassim,
04/01/2020,Al Bahah,0,0,0,0,13,13,0,0,Al Bahah,
04/01/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,
04/01/2020,Al Hanakia,1,1,0,0,1,1,0,0,Qassim,
04/01/2020,Al Mubarraz,2,2,0,0,2,2,0,0,Eastern Region,
04/01/2020,Al Qunfudhah,0,0,0,0,1,1,0,0,Makkah,
04/01/2020,Ar Rass,0,0,0,0,1,1,0,0,Qassim,
04/01/2020,Arar,0,0,0,0,2,2,0,0,Northern Borders,
04/01/2020,Bisha,0,0,0,0,14,14,0,0,Asir,
04/01/2020,Buraydah,0,-1,1,0,5,4,1,0,Qassim,
04/01/2020,Dammam,0,-13,13,0,132,113,19,0,Eastern Region,
04/01/2020,Dhahran,0,0,0,0,22,21,1,0,Eastern Region,
04/01/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,
04/01/2020,Hofuf,1,1,0,0,23,21,2,0,Eastern Region,
04/01/2020,Jazan,0,-3,3,0,9,6,3,0,Jazan,
04/01/2020,Jeddah,3,-42,45,0,226,140,85,1,Makkah,
04/01/2020,Jubail,0,0,0,0,1,1,0,0,Eastern Region,
04/01/2020,Khafji,0,0,0,0,2,2,0,0,Eastern Region,
04/01/2020,Khamis Mushait,0,0,0,0,6,5,1,0,Asir,
04/01/2020,Khobar,0,0,0,0,28,27,1,0,Eastern Region,
04/01/2020,Mecca,55,51,3,1,315,227,85,3,Makkah,
04/01/2020,Medina,78,74,0,4,153,143,0,10,Medina,
04/01/2020,Muhayil Aseer,0,0,0,0,1,1,0,0,Asir,
04/01/2020,Nairyah,0,0,0,0,1,1,0,0,Eastern Region,
04/01/2020,Najran,0,-1,1,0,13,12,1,0,Najran,
04/01/2020,Qatif,6,6,0,0,112,102,10,0,Eastern Region,
04/01/2020,Ras Tanura,0,0,0,0,2,2,0,0,Eastern Region,
04/01/2020,Riyadh,7,-18,24,1,580,532,46,2,Riyadh,
04/01/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,
04/01/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,
04/01/2020,Ta'if,2,-7,9,0,29,20,9,0,Makkah,
04/01/2020,Tabuk,2,2,0,0,8,8,0,0,Tabuk,
04/01/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,
04/02/2020,Abha,2,2,0,0,13,13,0,0,Asir,Makkah lockdown
04/02/2020,Ahad Rafidah,1,1,0,0,1,1,0,0,Asir,Makkah lockdown
04/02/2020,Al Badayea,0,0,0,0,1,1,0,0,Qassim,Makkah lockdown
04/02/2020,Al Bahah,0,0,0,0,13,13,0,0,Al Bahah,Makkah lockdown
04/02/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,Makkah lockdown
04/02/2020,Al Hanakia,0,0,0,0,1,1,0,0,Qassim,Makkah lockdown
04/02/2020,Al Mubarraz,0,0,0,0,2,2,0,0,Eastern Region,Makkah lockdown
04/02/2020,Al Qunfudhah,0,0,0,0,1,1,0,0,Makkah,Makkah lockdown
04/02/2020,Ar Rass,0,0,0,0,1,1,0,0,Qassim,Makkah lockdown
04/02/2020,Arar,0,-2,2,0,2,0,2,0,Northern Borders,Makkah lockdown
04/02/2020,Bisha,1,-5,6,0,15,9,6,0,Asir,Makkah lockdown
04/02/2020,Buraydah,0,0,0,0,5,4,1,0,Qassim,Makkah lockdown
04/02/2020,Dammam,4,-5,8,1,136,108,27,1,Eastern Region,Makkah lockdown
04/02/2020,Dhahran,4,4,0,0,26,25,1,0,Eastern Region,Makkah lockdown
04/02/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,Makkah lockdown
04/02/2020,Hofuf,0,0,0,0,23,21,2,0,Eastern Region,Makkah lockdown
04/02/2020,Jazan,0,-4,4,0,9,2,7,0,Jazan,Makkah lockdown
04/02/2020,Jeddah,30,27,3,0,256,167,88,1,Makkah,Makkah lockdown
04/02/2020,Jubail,0,0,0,0,1,1,0,0,Eastern Region,Makkah lockdown
04/02/2020,Khafji,9,9,0,0,11,11,0,0,Eastern Region,Makkah lockdown
04/02/2020,Khamis Mushait,6,5,0,1,12,10,1,1,Asir,Makkah lockdown
04/02/2020,Khobar,1,1,0,0,29,28,1,0,Eastern Region,Makkah lockdown
04/02/2020,Mecca,48,31,17,0,363,258,102,3,Makkah,Makkah lockdown
04/02/2020,Medina,46,41,2,3,199,184,2,13,Medina,Makkah lockdown
04/02/2020,Muhayil Aseer,0,0,0,0,1,1,0,0,Asir,Makkah lockdown
04/02/2020,Nairyah,0,0,0,0,1,1,0,0,Eastern Region,Makkah lockdown
04/02/2020,Najran,0,-13,13,0,13,-1,14,0,Najran,Makkah lockdown
04/02/2020,Qatif,5,5,0,0,117,107,10,0,Eastern Region,Makkah lockdown
04/02/2020,Ras Tanura,1,1,0,0,3,3,0,0,Eastern Region,Makkah lockdown
04/02/2020,Riyadh,7,0,7,0,587,532,53,2,Riyadh,Makkah lockdown
04/02/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,Makkah lockdown
04/02/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,Makkah lockdown
04/02/2020,Ta'if,0,-2,2,0,29,18,11,0,Makkah,Makkah lockdown
04/02/2020,Tabuk,0,0,0,0,8,8,0,0,Tabuk,Makkah lockdown
04/02/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,Makkah lockdown
04/03/2020,Abha,0,0,0,0,13,13,0,0,Asir,
04/03/2020,Ahad Rafidah,0,0,0,0,1,1,0,0,Asir,
04/03/2020,Al Badayea,0,0,0,0,1,1,0,0,Qassim,
04/03/2020,Al Bahah,0,0,0,0,13,13,0,0,Al Bahah,
04/03/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,
04/03/2020,Al Hanakia,0,0,0,0,1,1,0,0,Qassim,
04/03/2020,Al Mubarraz,0,0,0,0,2,2,0,0,Eastern Region,
04/03/2020,Al Qunfudhah,0,0,0,0,1,1,0,0,Makkah,
04/03/2020,Al Wajh,1,1,0,0,1,1,0,0,Tabuk,
04/03/2020,Ar Rass,3,3,0,0,4,4,0,0,Qassim,
04/03/2020,Arar,0,0,0,0,2,0,2,0,Northern Borders,
04/03/2020,Bisha,0,-5,5,0,15,4,11,0,Asir,
04/03/2020,Buraydah,9,9,0,0,14,13,1,0,Qassim,
04/03/2020,Dammam,1,0,1,0,137,108,28,1,Eastern Region,
04/03/2020,Dhahran,2,2,0,0,28,27,1,0,Eastern Region,
04/03/2020,Duba,1,1,0,0,1,1,0,0,Tabuk,
04/03/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,
04/03/2020,Hofuf,4,3,1,0,27,24,3,0,Eastern Region,
04/03/2020,Jazan,0,0,0,0,9,2,7,0,Jazan,
04/03/2020,Jeddah,30,24,6,0,286,191,94,1,Makkah,
04/03/2020,Jubail,0,0,0,0,1,1,0,0,Eastern Region,
04/03/2020,Khafji,2,2,0,0,13,13,0,0,Eastern Region,
04/03/2020,Khamis Mushait,1,1,0,0,13,11,1,1,Asir,
04/03/2020,Khobar,3,3,0,0,32,31,1,0,Eastern Region,
04/03/2020,Mecca,21,16,4,1,384,274,106,4,Makkah,
04/03/2020,Medina,34,29,2,3,233,213,4,16,Medina,
04/03/2020,Muhayil Aseer,2,2,0,0,3,3,0,0,Asir,
04/03/2020,Nairyah,0,-1,1,0,1,0,1,0,Eastern Region,
04/03/2020,Najran,3,3,0,0,16,2,14,0,Najran,
04/03/2020,Qatif,6,5,1,0,123,112,11,0,Eastern Region,
04/03/2020,Ras Tanura,1,1,0,0,4,4,0,0,Eastern Region,
04/03/2020,Riyadh,13,11,2,0,600,543,55,2,Riyadh,
04/03/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,
04/03/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,
04/03/2020,Ta'if,0,0,0,0,29,18,11,0,Makkah,
04/03/2020,Tabuk,17,17,0,0,25,25,0,0,Tabuk,
04/03/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,
04/04/2020,Abha,1,-7,8,0,14,6,8,0,Asir,Jeddah areas lockdown - 24 h curfew
04/04/2020,Ahad Rafidah,0,0,0,0,1,1,0,0,Asir,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Badayea,0,0,0,0,1,1,0,0,Qassim,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Bahah,0,-4,4,0,13,9,4,0,Al Bahah,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Hanakia,0,0,0,0,1,1,0,0,Qassim,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Majmaah,1,1,0,0,1,1,0,0,Riyadh,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Mubarraz,0,0,0,0,2,2,0,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Qunfudhah,0,-1,1,0,1,0,1,0,Makkah,Jeddah areas lockdown - 24 h curfew
04/04/2020,Al Wajh,0,0,0,0,1,1,0,0,Tabuk,Jeddah areas lockdown - 24 h curfew
04/04/2020,Ar Rass,0,0,0,0,4,4,0,0,Qassim,Jeddah areas lockdown - 24 h curfew
04/04/2020,Arar,0,0,0,0,2,0,2,0,Northern Borders,Jeddah areas lockdown - 24 h curfew
04/04/2020,Bisha,0,0,0,0,15,4,11,0,Asir,Jeddah areas lockdown - 24 h curfew
04/04/2020,Buraydah,1,0,1,0,15,13,2,0,Qassim,Jeddah areas lockdown - 24 h curfew
04/04/2020,Dammam,2,-2,4,0,139,106,32,1,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Dhahran,2,2,0,0,30,29,1,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Diriyah,1,1,0,0,1,1,0,0,Riyadh,Jeddah areas lockdown - 24 h curfew
04/04/2020,Duba,0,0,0,0,1,1,0,0,Tabuk,Jeddah areas lockdown - 24 h curfew
04/04/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Hofuf,15,15,0,0,42,39,3,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Jazan,1,-5,6,0,10,-3,13,0,Jazan,Jeddah areas lockdown - 24 h curfew
04/04/2020,Jeddah,28,-1,28,1,314,190,122,2,Makkah,Jeddah areas lockdown - 24 h curfew
04/04/2020,Jubail,1,1,0,0,2,2,0,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Khafji,0,0,0,0,13,13,0,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Khamis Mushait,1,1,0,0,14,12,1,1,Asir,Jeddah areas lockdown - 24 h curfew
04/04/2020,Khobar,4,4,0,0,36,35,1,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Mecca,25,16,8,1,409,290,114,5,Makkah,Jeddah areas lockdown - 24 h curfew
04/04/2020,Medina,2,0,0,2,235,213,4,18,Medina,Jeddah areas lockdown - 24 h curfew
04/04/2020,Muhayil Aseer,0,0,0,0,3,3,0,0,Asir,Jeddah areas lockdown - 24 h curfew
04/04/2020,Nairyah,0,0,0,0,1,0,1,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Najran,0,-1,1,0,16,1,15,0,Najran,Jeddah areas lockdown - 24 h curfew
04/04/2020,Qatif,8,8,0,0,131,120,11,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Ras Tanura,0,0,0,0,4,4,0,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Riyadh,80,73,7,0,680,616,62,2,Riyadh,Jeddah areas lockdown - 24 h curfew
04/04/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,Jeddah areas lockdown - 24 h curfew
04/04/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,Jeddah areas lockdown - 24 h curfew
04/04/2020,Ta'if,4,3,1,0,33,21,12,0,Makkah,Jeddah areas lockdown - 24 h curfew
04/04/2020,Tabuk,5,5,0,0,30,30,0,0,Tabuk,Jeddah areas lockdown - 24 h curfew
04/04/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,Jeddah areas lockdown - 24 h curfew
04/05/2020,Abha,2,2,0,0,16,8,8,0,Asir,
04/05/2020,Ahad Rafidah,1,1,0,0,2,2,0,0,Asir,
04/05/2020,Al Badayea,0,0,0,0,1,1,0,0,Qassim,
04/05/2020,Al Bahah,1,1,0,0,14,10,4,0,Al Bahah,
04/05/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,
04/05/2020,Al Hanakia,0,0,0,0,1,1,0,0,Qassim,
04/05/2020,Al Majmaah,0,0,0,0,1,1,0,0,Riyadh,
04/05/2020,Al Mubarraz,0,0,0,0,2,2,0,0,Eastern Region,
04/05/2020,Al Qunfudhah,0,0,0,0,1,0,1,0,Makkah,
04/05/2020,Al Wajh,0,0,0,0,1,1,0,0,Tabuk,
04/05/2020,Ar Rass,0,0,0,0,4,4,0,0,Qassim,
04/05/2020,Arar,0,0,0,0,2,0,2,0,Northern Borders,
04/05/2020,Bisha,0,-1,1,0,15,3,12,0,Asir,
04/05/2020,Buraydah,0,0,0,0,15,13,2,0,Qassim,
04/05/2020,Dammam,7,5,2,0,146,111,34,1,Eastern Region,
04/05/2020,Dhahran,6,6,0,0,36,35,1,0,Eastern Region,
04/05/2020,Diriyah,1,1,0,0,2,2,0,0,Riyadh,
04/05/2020,Duba,0,0,0,0,1,1,0,0,Tabuk,
04/05/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,
04/05/2020,Hofuf,2,2,0,0,44,41,3,0,Eastern Region,
04/05/2020,Jazan,0,0,0,0,10,-3,13,0,Jazan,
04/05/2020,Jeddah,36,33,1,2,350,223,123,4,Makkah,
04/05/2020,Jubail,0,0,0,0,2,2,0,0,Eastern Region,
04/05/2020,Khafji,2,2,0,0,15,15,0,0,Eastern Region,
04/05/2020,Khamis Mushait,5,5,0,0,19,17,1,1,Asir,
04/05/2020,Khobar,4,4,0,0,40,39,1,0,Eastern Region,
04/05/2020,Mecca,58,57,0,1,467,347,114,6,Makkah,
04/05/2020,Medina,6,5,0,1,241,218,4,19,Medina,
04/05/2020,Muhayil Aseer,0,0,0,0,3,3,0,0,Asir,
04/05/2020,Nairyah,0,0,0,0,1,0,1,0,Eastern Region,
04/05/2020,Najran,0,0,0,0,16,1,15,0,Najran,
04/05/2020,Qatif,7,5,2,0,138,125,13,0,Eastern Region,
04/05/2020,Ras Tanura,1,1,0,0,5,5,0,0,Eastern Region,
04/05/2020,Riyadh,36,-26,61,1,716,590,123,3,Riyadh,
04/05/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,
04/05/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,
04/05/2020,Ta'if,4,3,1,0,37,24,13,0,Makkah,
04/05/2020,Tabuk,2,2,0,0,32,32,0,0,Tabuk,
04/05/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,
04/06/2020,Abha,6,3,3,0,22,11,11,0,Asir,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Ahad Rafidah,0,0,0,0,2,2,0,0,Asir,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Badayea,0,-1,0,1,1,0,0,1,Qassim,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Bahah,0,0,0,0,14,10,4,0,Al Bahah,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Hanakia,0,0,0,0,1,1,0,0,Qassim,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Majmaah,0,0,0,0,1,1,0,0,Riyadh,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Mubarraz,0,0,0,0,2,2,0,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Qunfudhah,0,0,0,0,1,0,1,0,Makkah,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Ula,1,1,0,0,1,1,0,0,Medina,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Al Wajh,0,0,0,0,1,1,0,0,Tabuk,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Ar Rass,0,0,0,0,4,4,0,0,Qassim,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Arar,0,0,0,0,2,0,2,0,Northern Borders,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Bisha,0,0,0,0,15,3,12,0,Asir,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Buraydah,2,1,1,0,17,14,3,0,Qassim,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Dammam,3,1,2,0,149,112,36,1,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Dhahran,3,3,0,0,39,38,1,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Diriyah,0,0,0,0,2,2,0,0,Riyadh,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Duba,0,0,0,0,1,1,0,0,Tabuk,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Hofuf,0,0,0,0,44,41,3,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Jazan,7,7,0,0,17,4,13,0,Jazan,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Jeddah,38,36,0,2,388,259,123,6,Makkah,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Jubail,2,2,0,0,4,4,0,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Khafji,0,0,0,0,15,15,0,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Khamis Mushait,8,8,0,0,27,25,1,1,Asir,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Khobar,0,-1,0,1,40,38,1,1,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Mecca,35,35,0,0,502,382,114,6,Makkah,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Medina,11,11,0,0,252,229,4,19,Medina,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Muhayil Aseer,0,0,0,0,3,3,0,0,Asir,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Nairyah,0,0,0,0,1,0,1,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Najran,3,2,1,0,19,3,16,0,Najran,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Qatif,13,11,2,0,151,136,15,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Ras Tanura,0,0,0,0,5,5,0,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Riyadh,65,11,54,0,781,601,177,3,Riyadh,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Saihat,0,0,0,0,2,2,0,0,Eastern Region,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Samtah,0,0,0,0,1,1,0,0,Jazan,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Sharorah,4,4,0,0,4,4,0,0,Najran,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Ta'if,1,1,0,0,38,25,13,0,Makkah,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Tabuk,1,1,0,0,33,33,0,0,Tabuk,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/06/2020,Yanbu,0,0,0,0,1,1,0,0,Medina,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew"
04/07/2020,Abha,0,0,0,0,22,11,11,0,Asir,
04/07/2020,Ahad Rafidah,0,0,0,0,2,2,0,0,Asir,
04/07/2020,Al Badayea,1,1,0,0,2,1,0,1,Qassim,
04/07/2020,Al Bahah,0,0,0,0,14,10,4,0,Al Bahah,
04/07/2020,Al Duwadimi,0,0,0,0,1,1,0,0,Riyadh,
04/07/2020,Al Hanakia,0,0,0,0,1,1,0,0,Qassim,
04/07/2020,Al Majmaah,0,0,0,0,1,1,0,0,Riyadh,
04/07/2020,Al Mubarraz,0,0,0,0,2,2,0,0,Eastern Region,
04/07/2020,Al Qunfudhah,0,0,0,0,1,0,1,0,Makkah,
04/07/2020,Al Ula,0,0,0,0,1,1,0,0,Medina,
04/07/2020,Al Wajh,0,0,0,0,1,1,0,0,Tabuk,
04/07/2020,Ar Rass,0,0,0,0,4,4,0,0,Qassim,
04/07/2020,Arar,0,0,0,0,2,0,2,0,Northern Borders,
04/07/2020,Aridah,1,1,0,0,1,1,0,0,Jazan,
04/07/2020,Bisha,0,0,0,0,15,3,12,0,Asir,
04/07/2020,Buraydah,2,2,0,0,19,16,3,0,Qassim,
04/07/2020,Dammam,10,10,0,0,159,122,36,1,Eastern Region,
04/07/2020,Dhahran,0,-6,6,0,39,32,7,0,Eastern Region,
04/07/2020,Diriyah,0,0,0,0,2,2,0,0,Riyadh,
04/07/2020,Duba,0,0,0,0,1,1,0,0,Tabuk,
04/07/2020,Hafar Al Batin,0,0,0,0,1,1,0,0,Eastern Region,
04/07/2020,Hofuf,4,2,1,1,48,43,4,1,Eastern Region,
04/07/2020,Jazan,0,0,0,0,17,4,13,0,Jazan,
04/07/2020,Jeddah,44,42,2,0,432,301,125,6,Makkah,
04/07/2020,Jubail,0,0,0,0,4,4,0,0,Eastern Region,
04/07/2020,Khafji,0,0,0,0,15,15,0,0,Eastern Region,
04/07/2020,Khamis Mushait,5,5,0,0,32,30,1,1,Asir,
04/07/2020,Khobar,2,2,0,0,42,40,1,1,Eastern Region,
04/07/2020,Mecca,51,49,0,2,553,431,114,8,Makkah,
04/07/2020,Medina,79,79,0,0,331,308,4,19,Medina,
04/07/2020,Muhayil Aseer,0,0,0,0,3,3,0,0,Asir,
04/07/2020,Nairyah,0,0,0,0,1,0,1,0,Eastern Region,
